surah_number,surah_name,ayat_number,text,source_status,publishable
3,Äli-Ymran,115,"(Olar) näme haýyr iş etseler, onuň (sogabyndan) mahrum bolmazlar. Alla takwalary gowy bilýändir.",OK,True
3,Äli-Ymran,116,"Takyk, inkär edenleri Allanyň (azabyndan) ne olaryň gazananlary, ne-de perzentleri halas edip biler. Olar dowzahy bolup, ol ýerde ebedi galarlar.",OK,True
3,Äli-Ymran,117,"(Ol kapyrlaryň) bu dünýäde eden haýyr-sahawatlarynyň mysaly (inkär edendikleri üçin) özlerine zulum eden bir kowumyň ekinlerini urup, ony zaýalan gazaply sowuk ýeliň ýagdaýy ýalydyr. (Dogrusy) Alla olara zulum etmedi, olar öz-özlerine zulum etdiler.",OK,True
3,Äli-Ymran,118,"Eý, iman getirenler! Siz özüňizden (musulmanlardan) galanlaryny (kapyrlary) dost tutunmaň! (Sebäbi) olar (kapyrlar) size zyýan bermekde çetde durmazlar. (Olar) siziň kynçylyga",OK,True
3,Äli-Ymran,119,"(Haýp), siz olary (kapyrlary) söýýärsiňiz. (Emma) siz ähli (ylahy) kitaplara iman getirseňiz hem, olar sizi söýmezler. Olar siz bilen ýüzbe-ýüz bolanlarynda: «Biz ynandyk!» diýerler. Öz-özleri galanlarynda bolsa, size besleýän kineleri sebäpli, barmaklarynyň uçlaryny dişlärler. (Olara): «Kinäňiz bilen jan beriň! Alla gursaklardakyny (ýüreklerdäkini) doly bilýändir» diýip aýt.",OK,True
3,Äli-Ymran,120,"Siziň bir gowulyga (nygmata) gowuşmagyňyz olary gynandyrar. Eger size bir erbetlik (kynçylyk) gelse (welin), şatlanarlar. (Ýöne) eger siz sabyr etseňiz we (Alladan) gorksaňyz, olaryň guran hilesi size (hiç hili) zyýan ýetirip bilmez. Takyk, Alla olaryň edýän işlerini (Özüniň ylmy bilen) gurşap alandyr.",OK,True
3,Äli-Ymran,121,"(Eý, Muhammet!) Sen (bir gezek) säher bilen maşgalaňdan (aýrylyp), möminleri söweş ýerlerine ýerleşdirmek üçin (Medineden) ýola çykypdyň. Alla (ähli zady) eşidýändir, bilýändir.",OK,True
3,Äli-Ymran,122,"Sizden iki topar, Allanyň özleriniň ýardam bermegine (garamazdan, söweşde) ejizlik görkezip yza tesjek boldular. Möminler diňe Alla bil baglasynlar.",OK,True
3,Äli-Ymran,123,Kasam bolsun! Siz ejiz (sanyňyz az) wagtyňyz Alla size Bedrde kömek edipdi. Şükür etmegiňiz üçin Alladan gorkuň!,OK,True
3,Äli-Ymran,124,Şol wagt sen möminlere: «Perwerdigäriňiziň üç müň perişde bilen ýardam etmegi size ýetmeýärmi?» diýýärdiň.,OK,True
3,Äli-Ymran,125,"Elbetde, sabyr edip, (Alladan) gorksaňyz olar (duşmanlaryňyz) hem şolbada üstüňize gelseler (çozsalar), Perwerdigäriňiz size (özlerini aýylsaýyl etjek) nyşanlary bar bolan bäş müň perişde bilen kömek eder.",OK,True
3,Äli-Ymran,126,Alla ony (kömegini) size söýünji bolmagy we onuň bilen siziň ýürekleriňiziň arap tapmagy üçin berdi. Ýeňiş diňe Gudraty güýçli we hikmet eýesi Alla tarapyndan (geler).,OK,True
3,Äli-Ymran,127,"Alla (size bu goldawy) kapyrlaryň bir toparyny kesmek (ýok etmek) ýada olary (derbi-dagyn) edip, (aralaryna) dowul salyp, (niýetlerine ýetmän) umytsyz ýagdaýda (yzlaryna) gaýdyp gitmekleri üçin berdi.",OK,True
3,Äli-Ymran,128,"(Alla islese) olaryň tobalaryny kabul etsin, islese özlerine zulum edendikleri üçin olara azap bersin, (diňe",OK,True
3,Äli-Ymran,129,"Asmanlardaky we ýerdäki ähli zat Allanyňkydyr. Ol islänini bagyşlar, islänine azap berer. Alla Bagyşlaýjydyr, Rehim-şepagatlydyr.",OK,True
3,Äli-Ymran,130,"Eý, iman getirenler! Essesi bilen artdyrylyp alynýan göterimi iýmäň! (Azapdan) halas bolmagyňyz üçin Alladan gorkuň!",OK,True
3,Äli-Ymran,131,"(Eý, möminler!) Siz kapyrlar üçin taýýarlanylan ol otdan gorkuň!",OK,True
3,Äli-Ymran,132,Merhemet edilmegiňiz üçin Alla we pygambere tabyn boluň!,OK,True
3,Äli-Ymran,133,Perwerdigäriňiz tarapyndan ýalkawa we giňişligi asmanlardyr ýer ýaly takwalar üçin taýýarlanylan jennete howlugyň!,OK,True
3,Äli-Ymran,134,"(Ol takwalar) bollukda-da, gytlykdada haýyr-sahawat edýärler, gaharlaryny ýuwudýarlar, ynsanlaryň hatalaryny bagyşlaýarlar. Alla ýagşylyk edýänleri halaýandyr.",OK,True
3,Äli-Ymran,135,"(Ol takwalar) eger uly bir günä iş ýa-da özlerine zulum etseler, (dessine) Allany ýatlap, günäleriniň geçilmegini dilärler. Günäleri Alladan başga kim bagyşlap biler? Olar (Allanyň tobalary kabul edýändigini) bilseler hem, günä",OK,True
3,Äli-Ymran,136,"Ine, olaryň sylagy özleriniň Perwerdigäri tarapyndan uly bir ýalkaw we ebedi galjak ýerleri bolan aşagyndan derýalar akan jennetler bolar. Amal edenleriň sylagy, gör, nähili ajaýypdyr!",OK,True
3,Äli-Ymran,137,"Sizden öň niçeme (ymmatlaryň) hadysalary (bolup) geçendir. Siz ýer ýüzüni seýr ediň, (dini) ýalan hasaplanlaryň soňunyň nähili (bolandygyny) görüň!",OK,True
3,Äli-Ymran,138,"(Ine), bu (ähli) ynsanlar üçin bir beýandyr, takwalar üçin bolsa dogry ýoldur we öwüt-nesihatdyr.",OK,True
3,Äli-Ymran,139,"Siz (kapyrlar bilen söweşde) ejizlemäň we gamgyn bolmaň! Eger siz mömin bolsaňyz, siz hökman üstün çykarsyňyz!",OK,True
3,Äli-Ymran,140,"Siz (Uhutda) nähili ýara alan bolsaňyz, ol (kapyr) kowum hem (Bedrde) şonça ýara alandyr. Ine, Allanyň iman getirenleri bilmegi we sizden şehitleriň bolmagy üçin Biz ol (ýeňiş) günlerini ynsanlaryň arasynda (gezekleşdirip) aýlap durýarys. Alla",OK,True
3,Äli-Ymran,141,"(Munuň bilen) Alla iman getirenleriň (günälerini) päklemek (geçmek), kapyrlary bolsa heläk etmek (isleýär).",OK,True
3,Äli-Ymran,142,"Ýogsa-da siz Allanyň siziň araňyzdan söweşýänleri we sabyr edýänleri bilmezden (ýüze çykarmazdan), jennete girersiňiz öýtdüňizmi?",OK,True
3,Äli-Ymran,143,"Kasam bolsun! Siz ölüm bilen ýüzbe-ýüz gelmezden öň, ony (şehit bolmagy) arzuw edipdiňiz. Ine, siz (şu wagt) ony (şehitligiň sebäbini) gördüňiz, (emma) seredip dursuňyz (berk durup bilmän yza gaçdyňyz).",OK,True
3,Äli-Ymran,144,"Muhammet diňe bir ilçidir. Ondan öň hem (ençeme) pygamberler gelip geçipdi. Eger ol ölse ýa-da öldürilse, siz ökjeleriňiziň üstünde yza tesip, (öňki kapyrlygyňyza) dänmekçimi? Kim iki ökjesiniň üstünde yza tesip, (yslamdan) dänse, (bilip goýsun), ol hiç haçan Alla zyýan berip bilmez. (Emma) Alla (dogry ýola) şükür edenleri bihasap sylaglar.",OK,True
3,Äli-Ymran,145,"Alladan bidin hiç bir janly zadyň jan bermegi mümkin däldir. (Ölüm) kesgitlenen wagta görä ýazylandyr. Kim bu dünýäniň sogabyny (eşretini) islese, oňa ondan bereris. Kim ahyret sogabyny (sylagyny) islese, oňa hem ondan bereris. Biz şükür edenleri hökman sylaglarys.",OK,True
3,Äli-Ymran,146,Ençeme pygamberler gelip geçdiler.,OK,True
3,Äli-Ymran,147,"Olar (şol kyn ýagdaýlarda) diňe: «Eý, Perwerdigärimiz! Biziň günälerimizi we işlerimizde öte geçmegimizi bagyşla! (Söweşde) aýaklarymyzy berk basdyr (öz ýoluňdan taýdyrma) we kapyrlardan üstün çykmaga bize kömek et!» diýdiler.",OK,True
3,Äli-Ymran,148,"Alla olara hem bu dünýä sylagyny, hem-de ajaýyp ahyret sylagyny berdi. Alla ýagşylary halaýandyr.",OK,True
3,Äli-Ymran,149,"Eý, iman getirenler! Eger siz kapyrlara tabyn bolsaňyz, sizi ökjeleriňiziň üstünde (yzyňyza kapyrlyga) döndererler. Siz hem zyýana uçranlara öwrülersiňiz.",OK,True
3,Äli-Ymran,150,"Ýok! (Kapyrlar däl), siziň dostuňyz Alladyr. Ol kömek edýänleriň iň haýyrlysydyr.",OK,True
3,Äli-Ymran,151,"Allanyň (ybadat eder ýaly) hiç bir delil indermedik zatlaryny Oňa (Alla) şärik goşandyklary üçin Biz kapyrlaryň kalplaryna gorky salarys. Olaryň barjak ýerleri otdur (dowzahdyr). Zalymlaryň barjak ýerleri, nähili erbetdir.",OK,True
3,Äli-Ymran,152,"Kasam bolsun! Siz Onuň (Allanyň) rugsady (kömegi) bilen olary (duşmanlaryňyzy) öldürýän (ýeňýän) wagtyňyz Alla size eden wadasyny ýerine ýetirdi. Soň (Alla) size arzuw edýän (ýeňşiňizi) görkezende, siziň araňyzda (duşmana garşy) ejizlik emele geldi, siz (pygamberiň berýän) emirlerini (berjaý etmekde) çekeleşip, baş göterdiňiz. Sizden kim dünýä (bähbidini), kimler (bolsa) ahyret (sogabyny) isleýärdi. Soň (Alla) sizi synamak üçin size olara garşy (durmakda beren goldawyny) yza çekdi, (siz tasdanam derbi-dagyn bolupdyňyz). Kasam bolsun! (Alla) onda-da sizi bagyşlady! Alla möminlere pazly-kerem eýesidir.",OK,True
3,Äli-Ymran,153,"Şol wagt siz (söweş meýdanyndan) çaltlyk bilen daşlaşyp, hiç kime öwrülip seretmeýärdiňiz. Pygamber siziň yzyňyzdan sizi çagyryp durdy. Şol sebäpli, siziň ne eliňizden gidene, ne-de başyňyza gelen (bela-betere) gynanmazlygyňyz üçin Alla size gamgynlyk üstüne gamgynlyk berip, sizi jezalandyrdy. Alla (ähli) edýän",OK,True
3,Äli-Ymran,154,"Soň (Alla) ol gam-gussanyň yzyndan siziň içiňizden bir bölegiňizi gaplap alan rahatlyk beriji ýeňil uky inderdi. Jan derdine düşen bir bölegiňiz (mynapyklar) bolsa Alla hakda nadanlyk (döwründäki) ýaly hakykat bolmadyk pikirleri edýärdi. (Olar): «Bu işden bize (ýeňşe degişli) heý bir zat barmy?» diýýärdiler. (Olara): «Takyk, ähli işleriň (ygtyýary) Allanyňkydyr» diýip aýt. Olar öz içlerinde saňa (garşy) aýtmak islemeýän zatlaryny gizläp, (biribirlerine): «Eger bize bu işden (ýeňişden) bir zat (nesibe) bolsady, (häzir) bu ýerde (bolmazdyk we) öldürilmezdik» diýýärdiler. (Olara): «Eger siz öýleriňizde bolsadyňyz, ýazgytlarynda öldürilme bolanlar hökman ýatjak (öldüriljek) ýerlerine çykyp (giderdiler). Alla siziň gursagyňyzdakyny synamak we ýürekleriňizi (was-wasylykdan) saplamak üçin (Uhut söweşini amala aşyrdy)» diýip aýt. Alla gursaklardakyny (ýüreklerdäkini) doly bilýändir.",OK,True
3,Äli-Ymran,155,"Takyk, iki goşunyň duşuşan güni araňyzdan yzyna öwrülip gaçanlary, ine, olary eden käbir (ýalňyşlary) sebäpli, şeýtan taýdyrmak (ýoldan çykarmak) isläpdi. Kasam bolsun! Alla ondada olaryň günäsini geçdi. Takyk, Alla Bagyşlaýjydyr, Halymdyr (howlugýan däldir).",OK,True
3,Äli-Ymran,156,"Eý, iman getirenler! Siz ol",OK,True
3,Äli-Ymran,157,"Kasam bolsun! Eger siz Allanyň ýolunda öldürilseňiz ýa-da ölseňiz, (bilip goýuň), Alla tarapyndan beriljek ýalkaw we rahmet olaryň (dünýäparazlaryň)",OK,True
3,Äli-Ymran,158,"Kasam bolsun! Siz ölseňizde, öldürilseňiz-de, hökman Allanyň (huzurynda) jemlenersiňiz.",OK,True
3,Äli-Ymran,159,"(Eý, Muhammet!) Sen Alladan gelen rahmet bilen olara (söweşde dagap, soň daşyňda jem bolan musulmanlara) mylaýym bolduň. Eger sen gödek, doňýürek bolsadyň, elbetde, (musulmanlar) seniň daşyňdan dagap giderdiler. Bes, sen olary bagyşla, olar üçin ýalkaw dile we işleriňde olar bilen maslahatlaş! Bir zady ýüregiňe düwseň, Alla bil bagla! Takyk, Alla (Özüne) bil baglanlary halaýandyr.",OK,True
3,Äli-Ymran,160,"Eger Alla size kömek etse, sizi",OK,True
3,Äli-Ymran,161,"Bir pygamberiň (amanada ýa-da olja) hyýanat etmegi mümkin däldir. Kim (amanata ýa-da olja) hyýanat etse, kyýamat gününde (haýynlyk edip) alan zatlary bilen geler. Soň her kimiň gazanan zatlarynyň (sylagy ýa-da jezasy) birkemsiz ödeler we olara adalatsyzlyk edilmez.",OK,True
3,Äli-Ymran,162,"Allanyň razylygyna tabyn bolan kişi, heý-de, Allanyň gazabyna uçran we (ahyrky) barjak ýeri dowzah bolan kişi ýaly (bolarmy)? Ol baryljak nähili erbet ýerdir!",OK,True
3,Äli-Ymran,163,Olaryň (ynsanlaryň) Allanyň huzurynda (dürli) derejeleri bardyr. Alla olaryň edýän işlerini görüp durandyr.,OK,True
3,Äli-Ymran,164,"Kasam bolsun! Alla (olaryň) öz aralaryndan birini Özüniň (Allanyň) aýatlary okamagy, olary (her dürli) erbetliklerden saklamagy, olara kitaby we hikmeti doly öwretmegi üçin ilçi edip ibermek bilen Alla möminlere (bihasap) ýagşylyk edendir. Çünki olar mundan öň äşgär azaşan (ýoldadylar).",OK,True
3,Äli-Ymran,165,"Siz (Bedrde duşmanlaryňyzyň) başyna iki esse bolup inen bir belanyň (Uhutda) siziň başyňyza gelen wagty: «Bu nireden geldi?» diýdiňiz. (Eý, Muhammet!) Aýt: «Ol (bela) siziň özüňiz sebäpkär. Takyk, Allanyň ähli zada güýji ýetýändir».",OK,True
3,Äli-Ymran,166,Iki goşunyň ýüzbe-ýüz bolan (çaknyşan) güni siziň başyňyza gelen bela (ýeňliş) Allanyň islegi bilendir. Bu möminleriň (imanynyň) bilinmegi (ýüze çykarylmagy) üçindi.,OK,True
3,Äli-Ymran,167,"(Şeýle-de) ikiýüzlüleriň bilinmegi (ýüze çykarylmagy) üçindi. Olara (ikiýüzlülere): «Geliň, Allanyň ýolunda söweşiň ýa-da (iň bolmanda duşmanlaryňyzyň size we maşgalaňyza çozmasynyň) öňüni alyň!» diýlende, (olar): «Biz (muny) söweş (diýip) bilsedik (hasaplasadyk), elbetde, size goşulardyk» diýdiler. Ol gün olar imandan küpüre has ýakyndylar. Olar dilleri bilen ýüreklerinde bolmadyk zatlary aýdýardylar. (Ýöne), Alla olaryň gizleýän zatlaryny örän gowy bilýändir.",OK,True
3,Äli-Ymran,168,"Olar söweşe çykman, (öýde) oturan ýerlerinden (garyndaşlyk ýada mynapyklyk taýdan) doganlary (öldürilenler) hakda: «Eger (biziň sözümizi diňläp) bize tabyn bolsadylar, öldürilmezdiler» diýdiler. (Eý, Muhammet! Olara): «Eger dogruçyl bolsaňyz, hany, (eliňizden gelýän bolsa), özüňizden ölümi dep ediň, (göreli)!» diýip aýt.",OK,True
3,Äli-Ymran,169,"Siz Allanyň ýolunda öldürilenleri, öli hasaplamaň! (Gaýtam) tersine, (olar) özleriniň Perwerdigäriniň huzurynda diridirler, olara (jennet nygmatlaryndan) rysgallar berilýändir.",OK,True
3,Äli-Ymran,170,Olar Allanyň Öz pazly-kereminden beren zatlary (nygmatlary) bilen şatlanýarlar. Olar yzlaryndan heniz özlerine goşulmadyklar (indiki geljek şehitler) bilen hem: «Olara gorky-howp ýokdur we olar gamgyn hem bolmazlar» diýip söýünji alarlar.,OK,True
3,Äli-Ymran,171,"Olar Alladan gelen nygmaty, pazlykeremi we Allanyň möminleriň sylagyny puja çykarmajakdygynyň söýünjisi bilen şatlanarlar.",OK,True
3,Äli-Ymran,172,Ýaralananlaryndan soň Allanyň we pygamberiň (söweş) çakylygyny kabul edenlere we olardan ýagşylyk edenlere hem-de takwalara uly sylaglar bardyr.,OK,True
3,Äli-Ymran,173,"Olar (käbir) ynsanlaryň (söweşden dönderjek bolup) özlerine: «Takyk, (size duşman bolan) ynsanlar size garşy (goşun) jemlediler, bes, olardan gorkuň!» diýenlerinde, (bu ýagdaý olaryň) ynanjyny artdyrdy we olar: «Alla bize ýeterlikdir (hossardyr). Ol nähili ýagşy",OK,True
3,Äli-Ymran,174,"(Soň) olar hiç bir erbetlige duş gelmän, Allanyň nygmaty we pazlykeremi bilen (yza) dolandylar hem-de Allanyň razyçylygyna boýun boldular. Alla uly pazly-kerem eýesidir.",OK,True
3,Äli-Ymran,175,"Ine, ol şeýtan (häsiýetliler) sizi öz dostlary bilen gorkuzýar. Eger siz mömin bolsaňyz, olardan gorkmaň, Menden gorkuň!",OK,True
3,Äli-Ymran,176,"(Eý, Muhammet!) Inkäre (tarap) ylgaýanlar seni gama batyrmasyn. Takyk, olar Alla hiç hili zyýan ýetirip bilmezler. Alla olary (bu boluşlary sebäpli) ahyretdäki paýdan (beriljek nygmatdan)",OK,True
3,Äli-Ymran,177,"Takyk, imana derek inkäri (küpüri) satyn alanlar Alla hiç hili zyýan ýetirip bilmezler we olara jebir-jepaly azap bardyr.",OK,True
3,Äli-Ymran,178,Inkär edenler biziň özlerine möhlet bermegimizi özleri üçin haýyr hasaplamasynlar. Biziň olara möhlet bermegimiz olaryň günälerini artdyrmaklary üçindir. Olara har ediji azap bardyr.,OK,True
3,Äli-Ymran,179,"Alla murdary (ikiýüzlini) päkden (möminden) aýyrýança, möminleri siziň bu ýagdaýlaryňyzda galdyrmaz. Alla size gaýybyň (syrlaryny) hem äşgär etmez. Emma Alla Öz pygamberlerinden islänini saýlar (we wahyý arkaly oňa gaýypdan habar berer). Bes, siz Alla we Onuň ilçilerine iman getiriň! Eger siz iman getirip, (Alladan) gorksaňyz, size uly sylag bardyr.",OK,True
3,Äli-Ymran,180,"Allanyň Öz pazly-kereminden beren zatlaryny (haýyr-sahawat etmekde) gysgançlyk edenler, muny özleri üçin haýyr hasaplamasynlar. Tersine, bu olar üçin şerdir. Gysgançlyk edip (bermedik zatlary) kyýamat güni olaryň boýunlaryna saralar. Asmanlaryň we ýeriň (ähli) mirasy Allanyňkydyr. Alla siziň edýän işleriňizden habardardyr.",OK,True
3,Äli-Ymran,181,"Kasam bolsun! Elbetde, Alla: «Takyk, Alla garypdyr, biz bolsa baýdyrys» diýenleriň sözüni eşidendir. Biz olaryň aýdan (bu) sözlerini we pygamberleri nähak ýere öldürendiklerini ýazarys we olara: «Ýakyp-ýandyryjy azaby dadyň!» diýeris.",OK,True
3,Äli-Ymran,182,Bu (azap) siziň öz elleriňiz bilen eden zatlaryňyzyň (netijesidir). Alla bendelere hiç haçan nähaklyk etmez.,OK,True
3,Äli-Ymran,183,"Olar: «Takyk, Alla (bize asmandan inen), oduň iýip (köz ýaly eden) bir gurbanlyk getirýänçä, hiç bir pygambere ynanmazlygymyzy emir etdi» diýdiler. (Sen olara): «Menden öňki ençeme pygamberler äşgär deliller (mugjyzalar) bilen we siziň aýdýan (gurbanlygyňyzy) getiripdiler. Eger siz dogruçyl bolsaňyz, näme üçin olary öldürdiňiz?» diýip aýt.",OK,True
3,Äli-Ymran,184,"(Eý, Muhammet!) Eger olar seniň (pygamberligiňi) ýalan hasaplasalar, (gynanma)! Çünki senden öň äşgär deliller, sahypalar we nur saçyjy kitaplar getiren (ençeme) pygamberler hem ýalan hasaplanypdy.",OK,True
3,Äli-Ymran,185,"Her bir janly barlyk (hökman) ölüm (şerbetini) dadar. Size kyýamat güni (eden işleriňize görä) hakyňyz doly berler. (Şol wagt) kim otdan daşlaşdyrylyp jennete salynsa, ol halas bolandyr. Bu dünýä ýaşaýşy aldawdan başga zat däldir.",OK,True
3,Äli-Ymran,186,"Kasam bolsun! Siz hökman emläkleriňiz we janlaryňyz bilen synag edilersiňiz. Siz özüňizden öň kitap berlenlerden hem-de (Alla) şärik goşanlardan özüňizi köp ynjytjak (sözleri) hökman eşidersiňiz. Emma eger sabyr edip, günälerden daş durup (takwa bolsaňyz), elbetde, bu ediljek",OK,True
3,Äli-Ymran,187,"Alla kitap berlenlerden: «Kasam bolsun! Siz ony (özüňize inderilen kitaby) hökman ynsanlara düşündirersiňiz, ony gizlemersiňiz» diýip söz alypdy. Emma olar ony (sözlerini) arkalaryna zyňdylar we onuň deregine sähelçe bähbidi satyn aldylar. Olaryň satyn alan zady nähili erbetdir!",OK,True
3,Äli-Ymran,188,"(Eý, Muhammet!) Eden işlerine şatlanýan, etmedik işleri üçin hem öwgä garaşýan kişiler azapdan gutuljak bir ýerdedir öýdüp pikir etme! Olara jebirjepaly azap bardyr.",OK,True
3,Äli-Ymran,189,Asmanlaryň we ýeriň mülki,OK,True
3,Äli-Ymran,190,"Takyk, asmanlaryň we ýeriň ýaradylyşynda, gije bilen gündiziň çalşyp durmagynda akyl eýeleri üçin ybratlar bardyr.",OK,True
3,Äli-Ymran,191,"Olar dik durkalar, otyrkalar, gapdala gyşaryp ýatyrkalar (hem) Allany zikir edýärler. Olar asmanlaryň we ýeriň ýaradylyşy barada oýlanyp: «Eý, Perwerdigärimiz! Sen muny (bulary) boş (ýere) ýaratmadyň. Biz Seni tesbih edýäris! Bes, Sen bizi ot (dowzah) azabyndan gora!",OK,True
3,Äli-Ymran,192,"Eý, Perwerdigärimiz! Takyk, Sen kimi oda salsaň, hökman ony ryswa edersiň. Zalymlaryň hiç hili kömekçisi ýokdur!",OK,True
3,Äli-Ymran,193,"Eý, Perwerdigärimiz! Takyk, biz «Perwerdigäriňize iman getiriň!» diýip imana çagyrýan bir çakylykçyny (Muhammedi) diňledik we iman getirdik. Eý, Perwerdigärimiz! Sen biziň günälerimizi bagyşla, biziň erbetliklerimiziň üstüni ört we biziň janymyzy ýagşylar bilen bile al!",OK,True
3,Äli-Ymran,194,"Eý, Perwerdigärimiz! Bize pygamberleriň üsti bilen wada beren (sylagyňy) nesip eýle, bizi kyýamat güni ryswa etme. Sen beren sözüňden hiç",OK,True
3,Äli-Ymran,195,"Olaryň Perwerdigäri (dileglerini) kabul edip, (olara): «Sizden isle erkek, isle aýal bolsun, (haýyr) iş edeniň amalyny puja çykarmaryn. Çünki siz biribirleriňiz bilen (dogansyňyz). Kasam bolsun! (Meniň razyçylygym üçin) hijret (göç) edenleriň, ýurtlaryndan çykarylyp (sürgün edilenleriň), Meniň ýolumda jebir-sütem görenleriň, söweşenleriň we öldürilenleriň (şehit bolanlaryň) günälerini hökman örterin we Alla tarapyndan sylag hökmünde olary aşagyndan derýalar akýan jennetlere ýerleşdirerin. Iň ajaýyp sylaglar Allanyň ýanyndadyr.",OK,True
3,Äli-Ymran,196,"Inkär edenleriň (söwda, syýahat ýaly maksatlar bilen arkaýynlykda) ýurtma-ýurt aýlanyp ýörmeleri seni aldawa salmasyn!",OK,True
3,Äli-Ymran,197,(Olaryňky örän) az wagtlyk (lezzet we) peýdadyr. Soň baryp sygynjak ýerleri dowzahdyr! Ol ýeri nähili erbet düşekdir!,OK,True
3,Äli-Ymran,198,"Ýöne özleriniň Perwerdigärine garşy çykmakda gorkanlar üçin Alla tarapyndan pazly-kerem hökmünde aşagyndan derýalar akýan jennetler bardyr. Olar ol ýerde ebedi galarlar. Takyk, ýagşylar üçin Allanyň ýanyndaky (nygmatlar) has haýyrlydyr.",OK,True
3,Äli-Ymran,199,"Ähli-kitabyň içinde Alla, size inderilene (Kurana) hem-de özlerine inderilene (Töwrata we Injile) Alla tagzym edip iman getirýänler hem bardyr. Olar Allanyň aýatlaryna derek sähelçe baha (bähbide) satyn almazlar. Ine, olar üçin özleriniň Perwerdigäriniň ýanynda sylaglary bardyr. Takyk, Allanyň hasaby örän tiz gelýändir.",OK,True
3,Äli-Ymran,200,"Eý, iman getirenler! Sabyr ediň! Sabyrly bolmakda bäsleşiň! (Duşmanlaryňyzdan üstün boluň! Elmydama) nobatda durup (taýynlykly we ätiýaçly) boluň! Halas bolmagyňyz üçin Alladan gorkuň!",OK,True
4,Nisa,1,"Eý, ynsanlar! Sizi ýeke-täk bir jandan (Adam atadan) ýaradan, ondan hem aýalyny (How eneden) ýaradyp, ol ikisinden bolsa, ençeme erkekleri we aýallary köpelden Perwerdigäriňize garşy çykmakdan saklanyň! Onuň (Allanyň ady) bilen biri-biriňizden bir soran wagtyňyz,",OK,True
4,Nisa,2,"Ýetimleriň emlägini (özlerine) beriň, päk zady (halaly) näpäk zada (harama) çalyşmaň, olaryň emläklerini özüňiziňkä (goşup) iýmäň! Çünki bu uly günädir.",OK,True
4,Nisa,3,"Eger (gol astyňyzdaky) ýetim gyzlara (öýlenseňiz), olaryň haklaryny berjaý etmekden heder etseňiz, (olar bilen däl-de, size halal bolan başga) göwnüňiz islän aýallardan iki, üç ýa-da dört aýala (çenli) öýlenip (bilersiňiz)! Eger (bu ýagdaýda hem aralarynda) adalaty saklamakdan heder etseňiz, onda biri bilen ýa-da gol astyňyzda bolanlar (gyrnaklar) bilen çäkleniň! Ine, bu (adalatdan) aýrylmazlygyňyz üçin iň göwnejaý bolanydyr.",OK,True
4,Nisa,4,"(Öýlenen) aýallaryňyza galyňlaryny göwün hoşallygy bilen beriň! Eger olar onuň (alan galyňlarynyň) bir bölegini göwün razylygy bilen size bagyş etseler, siz ony arkaýyn, hoşallyk bilen iýiň (sowuň)!",OK,True
4,Nisa,5,"Allanyň siziň (ýaşaýşyňyzyň) üçin eklenç çeşmesi edip (kesgitlän) emläkleriňizi (ederini bilmeýän) kemakyl kişilere bermäň! (Ýöne) şol (emläkleri) bilen olary ekläp saklaň, egineşiklerini beriň, olara ýagşy söz aýdyň!",OK,True
4,Nisa,6,"Ýetimleri öýlenme çagyna barýança (göz astynda saklap), synap görüň! Eger olaryň ýetginjeklik çagyna ýetip (akyllarynyň goýalandygyny) görseňiz, emläklerini özlerine gaýtaryp beriň! Ulalanlarynda (olaryň emläklerini bizden alarlar) diýip, olaryň emlägini isrip edip, tizden-tiz iýjek bolmaň! (Ýetime hossar bolan) gurply kişi (ýetimiň hakyny iýmekden) saklansyn! Garyp (hossar) bolsa, (zerurlyk ýagdaýyna we zähmetine laýyklap) peýdalansyn! Olara emlägini gaýdyp bereniňizde bolsa şaýat tutunyň! Hasap soraýjy hökmünde Alla ýeterlikdir.",OK,True
4,Nisa,7,"Ene-atanyň we ýakyn garyndaşlaryň terekesinden (galdyran mirasyndan) erkeklere bir paý bardyr. Ene-atanyň we ýakyn garyndaşlaryň terekesinden aýallara-da bir paý bardyr. (Alla) ondan (terekeden) isle az bolsun, isle köp bolsun, parz edilen bir paý edip (kesgitländir).",OK,True
4,Nisa,8,"(Miras) bölünen wagty ol ýerde (mirasdan paý düşmeýän) garyndaşlar, ýetimler we garyp-gasarlar hem bar bolsalar, olara-da bir rysgal (sadaka) beriň hem-de (göwünlerini göterjek) ýakymly sözleri aýdyň!",OK,True
4,Nisa,9,Yzlarynda (eklenje) mätäç kiçi çagalary galdyran ýagdaýlarynda (olaryň ýagdaýy nähili bolarka diýip) heder edýänler (ýetimlere adalatsyzlyk etmekden) gorksunlar! (Bu meselede) Alladan gorksunlar we (ýetimlere) dogry sözi aýtsynlar!,OK,True
4,Nisa,10,"Takyk, ýetimleriň emlägini nähak ýere iýenler, (aslynda) garynlarynda bir ot iýýändirler. Olar (kyýamat güni) lowlap ýanýan oda düşerler.",OK,True
