surah_number,surah_name,ayah_number,text_latin,text_arabic_script
7,Al-A'raf,74,"U ftakru meta għamilkom werrieta wara l-gens ta' Għad, u takom għamara fuq l-art (ta' 'al-Ħigr) biex tibnu palazzi fil-witat tagħha, u tħaffru djar fl-igbla. U ftakru (ukoll) il-grazzji ta' Alla (li ħadtu) u tagħmlux ħazen fuq l-art bil-ħsara tagħkom",و فتاكرو مېتا عاميلكوم وېرريهتا وارا ل-گېنس تا' عاد، و تاكوم عامارا فوق ل-ارت (تا' 'ال-حيگر) بيهش تيبنو پالاززي فيل-ويتات تاعها، و تحاففرو ديار فل-يگبلا. و فتاكرو (وكولل) يل-گراززيي تا' الله (لي حادتو) و تاعملوش حازېن فوق ل-ارت بيل-حسارا تاعكوم
7,Al-A'raf,75,"Il-kbarat ta' dawk li tkabbru fost niesu qalu (b'sarkazmu) lil dawk meqjusa dgħajfa, (jigifieri) dawk fosthom. li emmnu: ''Tafu li Saliħ huwa Mibgħut minn Siduf' Huma qalu(lhom): 'Aħna tabilħaqq nemmnu f'dak li ntbagħat bih",يل-كبارات تا' داوك لي تكاببرو فوست نيهسو قالو (ب'ساركازمو) ليل داوك مېقيوسا دعايفا، (ييگيفيهري) داوك فوستهوم. لي ېممنو: ''تافو لي ساليح هووا ميبعوت مينن سيدوف' هوما قالو(لهوم): 'احنا تابيلحاقق نېممنو ف'داك لي نتباعات بيه
7,Al-A'raf,76,Dawk li tkabbru qalu: 'Aħna ma nemmnux f'dak li temmnu intomi,داوك لي تكاببرو قالو: 'احنا ما نېممنوش ف'داك لي تېممنو ينتومي
7,Al-A'raf,77,"Għalhekk qatlu l-gemla u kisru l-amar ta' Alla filwaqt li qalu: 'Ja Saliħ, gibilna dak (il-kastig) li: qiegħed twegħedna. ( 4 theddidna bih), jekk inti (wieħed) mill- Mibgħutini",عالهېكك قاتلو ل-گېملا و كيسرو ل-امار تا' الله فيلواقت لي قالو: 'يا ساليح، گيبيلنا داك (يل-كاستيگ) لي: قيهعېد توېعېدنا. ( 4 تهېدديدنا بيه)، يېكك ينتي (ويهحېد) ميلل- ميبعوتيني
7,Al-A'raf,78,"U ħadhom it-tregħid ta' l-art, u mas-sebħ kienu mixħutin fl-art (għal mejta) fi djarhom",و حادهوم يت-ترېعيد تا' ل-ارت، و ماس-سېبح كيهنو ميشحوتين فل-ارت (عال مېيتا) في ديارهوم
7,Al-A'raf,79,"Għalhekk (Saliħ) tahom dahru, filwaqt li qalfi/hom): 'Ja niesi, wassaltilkom il-messagg ta' Sidi, u ftaħtilkom għajnejkom. Izda intom ma' tħobbux min jiftħilkom għajnejkom",عالهېكك (ساليح) تاهوم داهرو، فيلواقت لي قالفي/هوم): 'يا نيهسي، واسسالتيلكوم يل-مېسساگگ تا' سيدي، و فتاحتيلكوم عاينېيكوم. يزدا ينتوم ما' تحوببوش مين ييفتحيلكوم عاينېيكوم
7,Al-A'raf,80,U (bgħatna wkoll) lil-Lot u qal lil-niesu' (f'Sodoma): Zjaqaw tagħmlu għemejjel faħxija (ta' omosesswalita) li ħadd qabilkom fil-ħolqien ma għamel,و (بعاتنا وكولل) ليل-لوت و قال ليل-نيهسو' (ف'سودوما): زياقاو تاعملو عېمېييېل فاحشييا (تا' وموسېسسواليتا) لي حادد قابيلكوم فيل-حولقيهن ما عامېل
7,Al-A'raf,81,"Intom tersqu lejn l-irgiel bix-xewqa tal-gisem, flok lejn in-nisa. Intom tassew nies bla razani",ينتوم تېرسقو لېين ل-يرگيهل بيش-شېوقا تال-گيسېم، فلوك لېين ين-نيسا. ينتوم تاسسېو نيهس بلا رازاني
7,Al-A'raf,82,"t-twegiba ta' miesu ma' kinitx. ħlief li qalu: Għorguhom. (lil Lot u lil sħabu) mill-belt tagħkoml Dawk tabilħaqq nies li jzommu s-safa, (mhux bħalna)",ت-توېگيبا تا' ميهسو ما' كينيتش. حليهف لي قالو: عورگوهوم. (ليل لوت و ليل سحابو) ميلل-بېلت تاعكومل داوك تابيلحاقق نيهس لي يزوممو س-سافا، (مهوش بحالنا)
7,Al-A'raf,83,"U ħlisna lilu u lil niesu, ħlief lil martu, li kienet minn dawk li nqerdu",و حليسنا ليلو و ليل نيهسو، حليهف ليل مارتو، لي كيهنېت مينن داوك لي نقېردو
7,Al-A'raf,84,U bgħatna fuqhom xita (ra' gebel tafli). U ara kif kien imiem il-ħatjin,و بعاتنا فوقهوم شيتا (را' گېبېل تافلي). و ارا كيف كيهن يميهم يل-حاتيين
7,Al-A'raf,85,"U (bgħatna) għand (in-nies ta') Madjan' lil-ħuhom Xugħajb. Qal(i/hom): 'Ja. niesi, qimu lil-Allal Ma għandkomx alla ieħor għajru. Tassew waslilkom sinjal car minn Sidkom. Mela agħtu l-kejl u l-uzin mistħoqq, u. la ccaħħdux lin-nies minn dak li hu tagħhom, u lanqas tagħmlu ħsara fuq l-art wara li ssewwiet. Dak huwa aħjar għalikom, jekk intom temmnu",و (بعاتنا) عاند (ين-نيهس تا') ماديان' ليل-حوهوم شوعايب. قال(ي/هوم): 'يا. نيهسي، قيمو ليل-اللال ما عاندكومش الله يهحور عايرو. تاسسېو واسليلكوم سينيال كار مينن سيدكوم. مېلا اعتو ل-كېيل و ل-وزين ميستحوقق، و. لا ككاححدوش لين-نيهس مينن داك لي هو تاعهوم، و لانقاس تاعملو حسارا فوق ل-ارت وارا لي سسېوويهت. داك هووا احيار عاليكوم، يېكك ينتوم تېممنو
7,Al-A'raf,86,"U latoqogħdux f'kull triq, theddu (li/ min ikun gej biex jismagħni), u zzommu mit-triq ta' Alla lil-min jemmen fih, u tixtiquha (tkun zriq) mgħawga. U ftakru meta kontu ftit, u mbagħad kattarkom. Araw kif kien it-tmiem ta' nies il-ħsara",و لاتوقوعدوش ف'كولل تريق، تهېددو (لي/ مين يكون گېي بيهش ييسماعني)، و ززوممو ميت-تريق تا' الله ليل-مين يېممېن فيه، و تيشتيقوها (تكون زريق) معاوگا. و فتاكرو مېتا كونتو فتيت، و مباعاد كاتتاركوم. اراو كيف كيهن يت-تميهم تا' نيهس يل-حسارا
7,Al-A'raf,87,"U jekk hemm gemgħa minnkom li temmen f'dak li jiena ntbagħatt bih, u gemgħa (oħra) li ma temminx, mela stabru sa ma Alla jagħmel ħaqq minna. Huwa l- Aħjar li jagħmel ħaqq",و يېكك هېمم گېمعا ميننكوم لي تېممېن ف'داك لي ييهنا نتباعاتت بيه، و گېمعا (وحرا) لي ما تېممينش، مېلا ستابرو سا ما الله ياعمېل حاقق ميننا. هووا ل- احيار لي ياعمېل حاقق
7,Al-A'raf,88,"Il-kbarat ta' niesu, li tkabbru ( 2 caħdu t-twemmin f'Alla), qalu: ''Tassew li noħorguk, ja Xugħajb, u lil dawk miegħek li jemmnu, mill-belt tagħna; inkella erggħu lura għat-twemmin tagħna' Huwa qal: 'Anki jekk aħna nistmerru (dan)",يل-كبارات تا' نيهسو، لي تكاببرو ( 2 كاحدو ت-توېممين ف'الله)، قالو: ''تاسسېو لي نوحورگوك، يا شوعايب، و ليل داوك ميهعېك لي يېممنو، ميلل-بېلت تاعنا؛ ينكېللا ېرگعو لورا عات-توېممين تاعنا' هووا قال: 'انكي يېكك احنا نيستمېررو (دان)
7,Al-A'raf,89,"(Inkunu qegħdin naqilgħu gideb kontra Alla, kieku nerggħu lura għal twemminkom, wara li Alla ħelisna minnu. Ma jixirqilniex li nerggħu lura għalih, ħlief jekk Alla Sidna jkun irid fdan iseħħ). Sidna jesa' l-għarfien ta' kollox. F'idejn Alla ħallejna. Sidna, agħmel ħaqq bejnna u bejn niesna bis-sewwa. Inti l-Aħjar fost dawk li jagħmlu ħaqq",(ينكونو قېعدين ناقيلعو گيدېب كونترا الله، كيهكو نېرگعو لورا عال توېممينكوم، وارا لي الله حېليسنا ميننو. ما ييشيرقيلنيهش لي نېرگعو لورا عاليه، حليهف يېكك الله سيدنا يكون يريد فدان يسېحح). سيدنا يېسا' ل-عارفيهن تا' كوللوش. ف'يدېين الله حاللېينا. سيدنا، اعمېل حاقق بېيننا و بېين نيهسنا بيس-سېووا. ينتي ل-احيار فوست داوك لي ياعملو حاقق
7,Al-A'raf,90,"Il-kbarat ta' niesu, li m'emmnux, qalu: 'Jekk timxu wara Xugħajb, mela intom tkunu t-tellifin",يل-كبارات تا' نيهسو، لي م'ېممنوش، قالو: 'يېكك تيمشو وارا شوعايب، مېلا ينتوم تكونو ت-تېلليفين
7,Al-A'raf,91,"U t-tregħid ta' l-art ħadhom, u mas-sebħ kienu mixħutin fl-art (għal mejta) fi djarhom",و ت-ترېعيد تا' ل-ارت حادهوم، و ماس-سېبح كيهنو ميشحوتين فل-ارت (عال مېيتا) في ديارهوم
7,Al-A'raf,92,"dawk li giddbu lil Xugħajb, bħallikieku qatt ma għexu fihom. Dawk li giddbu lil Xugħajb, kienu huma t-tellifint",داوك لي گيددبو ليل شوعايب، بحالليكيهكو قاتت ما عېشو فيهوم. داوك لي گيددبو ليل شوعايب، كيهنو هوما ت-تېلليفينت
7,Al-A'raf,93,"U (Xugħajb) tahom dahru u qal: 'Ja niesi, jiena wassaltilkom il-messaggi ta' Sidi, u ftaħtilkom għajnejkom. Izda għaliex għandi nitnikket għal nies li ma jemmnux",و (شوعايب) تاهوم داهرو و قال: 'يا نيهسي، ييهنا واسسالتيلكوم يل-مېسساگگي تا' سيدي، و فتاحتيلكوم عاينېيكوم. يزدا عاليهش عاندي نيتنيككېت عال نيهس لي ما يېممنوش
7,Al-A'raf,94,Qatt ma bgħatna f'belt lil ebda Profeta (li mbagħad kien micħud) mingħajr ma ħadna lil niesha bit-taħbit u l-ħsara biex forsi jiccekknu (kollhom umilta u jindmu),قاتت ما بعاتنا ف'بېلت ليل ېبدا پروفېتا (لي مباعاد كيهن ميكحود) مينعاير ما حادنا ليل نيهسها بيت-تاحبيت و ل-حسارا بيهش فورسي ييككېككنو (كوللهوم وميلتا و ييندمو)
7,Al-A'raf,95,"Imbagħad biddilnie(/hom) id-deni (li kienu fih) f'gid, sa ma kibru fl-għadd u ssaħħu, u qalu: 'Lil missirijietna (ukoll): missuhom: l-hemm u l-hena'' Għalhekk ħadniehom għal għarrieda meta ma kinux qegħdin jintebħu (bil-ħsara li giet fuqhom)",يمباعاد بيدديلنيه(/هوم) يد-دېني (لي كيهنو فيه) ف'گيد، سا ما كيبرو فل-عادد و سساححو، و قالو: 'ليل ميسسيريييهتنا (وكولل): ميسسوهوم: ل-هېمم و ل-هېنا'' عالهېكك حادنيههوم عال عارريهدا مېتا ما كينوش قېعدين يينتېبحو (بيل-حسارا لي گيهت فوقهوم)
7,Al-A'raf,96,"Li kieku nies l-ibliet emmnu u bezgħu minn Alla, konna niftħu fuqhom barkiet mis-sema u l-art, Izda huma giddbu (is-sinjali li waslu lilhom u lill-Mibgħutin), u ħadniehom minħabba (il-ħazen) li kienu qegħdin jiksbu (b'għemilhom)",لي كيهكو نيهس ل-يبليهت ېممنو و بېزعو مينن الله، كوننا نيفتحو فوقهوم باركيهت ميس-سېما و ل-ارت، يزدا هوما گيددبو (يس-سينيالي لي واسلو ليلهوم و ليلل-ميبعوتين)، و حادنيههوم مينحاببا (يل-حازېن) لي كيهنو قېعدين ييكسبو (ب'عېميلهوم)
7,Al-A'raf,97,"Jaqaw nies l-ibliet iserrħu rashom li l-qilla tagħna ma hijiex se tigihom (għal għarrieda) billejl, waqt li huma reqdin",ياقاو نيهس ل-يبليهت يسېررحو راسهوم لي ل-قيللا تاعنا ما هيييهش سې تيگيهوم (عال عارريهدا) بيللېيل، واقت لي هوما رېقدين
7,Al-A'raf,98,"Jew nies l-ibliet serrħu rashom li l-qilla tagħna ma hijiex se tigihom (għa' għarrieda) binhar, waqt li jkunu jilagħbu (u jaħlu ħinhom fil-frugħat)",يېو نيهس ل-يبليهت سېررحو راسهوم لي ل-قيللا تاعنا ما هيييهش سې تيگيهوم (عا' عارريهدا) بينهار، واقت لي يكونو ييلاعبو (و ياحلو حينهوم فيل-فروعات)
7,Al-A'raf,99,Jaqaw serrħu rashom mill-pjan sigriet ta' Alla (imħejji għalihom)' Ma jserrħux rashom mill-pjan sigriet ta' Alla ħlief it-tellifin,ياقاو سېررحو راسهوم ميلل-پيان سيگريهت تا' الله (يمحېييي عاليهوم)' ما يسېررحوش راسهوم ميلل-پيان سيگريهت تا' الله حليهف يت-تېلليفين
7,Al-A'raf,100,"Ma kinitx (bizzejjed it-tagħlima) għal dawk li wirtu l- art wara niesha (li għexu qabilhom u nqerdu) li, kieku ridna, stajna nolqtuhom. (bil-kastig tagħna) minħabba fi dnubiethom, u konna nqiegħdu sigill fuq qlubhom biex ma jisimgħux (u ma jkunux jistgħu jifhmu t-twissija)",ما كينيتش (بيززېييېد يت-تاعليما) عال داوك لي ويرتو ل- ارت وارا نيهسها (لي عېشو قابيلهوم و نقېردو) لي، كيهكو ريدنا، ستاينا نولقتوهوم. (بيل-كاستيگ تاعنا) مينحاببا في دنوبيهتهوم، و كوننا نقيهعدو سيگيلل فوق قلوبهوم بيهش ما ييسيمعوش (و ما يكونوش ييستعو ييفهمو ت-تويسسييا)
7,Al-A'raf,101,"Dawk huma (Muħammad) l-ibliet li qegħdin nagħtuk aħbarhom. Il-Mibgħutin tagħhom gewhom bis-sinjali c- cari (dwar is-setgħa: ta' Alla), izda ma' ridux jemmnu f'dak li giddbu qabel. Hekk iqiegħed Alla sigill fuq qlub dawk li ma jemmnux",داوك هوما (محمد) ل-يبليهت لي قېعدين ناعتوك احبارهوم. يل-ميبعوتين تاعهوم گېوهوم بيس-سينيالي ك- كاري (دوار يس-سېتعا: تا' الله)، يزدا ما' ريدوش يېممنو ف'داك لي گيددبو قابېل. هېكك يقيهعېد الله سيگيلل فوق قلوب داوك لي ما يېممنوش
7,Al-A'raf,102,"U ma' sibniex lil ħafna minnhom iħarsu r-rabta (tagħhom ma' Alla), u sibna li ħafna minnhom ħziena",و ما' سيبنيهش ليل حافنا ميننهوم يحارسو ر-رابتا (تاعهوم ما' الله)، و سيبنا لي حافنا ميننهوم حزيهنا
7,Al-A'raf,103,"Imbagħad bgħatna, warajhom, lil Mosc bis-sinjali tagħna għand il-Fargħun u l-kbarat tiegħu, u caħduhom. Issa ara kif kien it-tmiem ta' nies il-ħsara",يمباعاد بعاتنا، وارايهوم، ليل موسى بيس-سينيالي تاعنا عاند يل-فارعون و ل-كبارات تيهعو، و كاحدوهوم. يسسا ارا كيف كيهن يت-تميهم تا' نيهس يل-حسارا
7,Al-A'raf,104,"Mosc qal: €Ja Fargħun, jiena Mibgħut minn Sid il- ħolqien",موسى قال: €يا فارعون، ييهنا ميبعوت مينن سيد يل- حولقيهن
7,Al-A'raf,105,"Huwa dmiri li ma ngħidx dwar Alla għajr is-sewwa, Jiena gibtilkom sinjal car minn Sidkom (li juri li qiegħed ngħid is-sewwa). Mela ibgħat miegħi lil Ulied Israelf",هووا دميري لي ما نعيدش دوار الله عاير يس-سېووا، ييهنا گيبتيلكوم سينيال كار مينن سيدكوم (لي يوري لي قيهعېد نعيد يس-سېووا). مېلا يبعات ميهعي ليل وليهد يسراېلف
7,Al-A'raf,106,"Qal (il-Fargħun): ''Jekk tassew gejt b'sinjal, mela gibu (ħa narawh), jekk qiegħed tgħid is-sewwat",قال (يل-فارعون): ''يېكك تاسسېو گېيت ب'سينيال، مېلا گيبو (حا ناراوه)، يېكك قيهعېد تعيد يس-سېووات
7,Al-A'raf,107,"Huwa (Mosc) xeħet il-ħatar tiegħu (fl-art) u ara, (sar) serp fid-dieher",هووا (موسى) شېحېت يل-حاتار تيهعو (فل-ارت) و ارا، (سار) سېرپ فيد-ديههېر
7,Al-A'raf,108,"U (Mosc) ħareg idu, uara, (dehret) bajda (u kollha dija) għal dawk li kienu jħarsu (ejha)",و (موسى) حارېگ يدو، وارا، (دېهرېت) بايدا (و كوللها دييا) عال داوك لي كيهنو يحارسو (ېيها)
7,Al-A'raf,109,Il-kbarat ta' nies il-Fargħun qalu: ''Dan tassew saħħar jilħaqlu,يل-كبارات تا' نيهس يل-فارعون قالو: ''دان تاسسېو ساححار ييلحاقلو
7,Al-A'raf,110,Huwa jrid joħrogkom (bis-seħer tiegħu) minn artkom. Mela x'inhu l-amar tagħkom,هووا يريد يوحروگكوم (بيس-سېحېر تيهعو) مينن ارتكوم. مېلا ش'ينهو ل-امار تاعكوم
7,Al-A'raf,111,"Qalu (lill-Fargħun): 'Zomm lilu u lil ħuh (għal xi zmien), u ibgħat fl-ibliet nies li jigbru/lek is-sħaħar",قالو (ليلل-فارعون): 'زومم ليلو و ليل حوه (عال شي زميهن)، و يبعات فل-يبليهت نيهس لي ييگبرو/لېك يس-سحاحار
7,Al-A'raf,112,igibulek kull saħħar għaref,يگيبولېك كولل ساححار عارېف
7,Al-A'raf,113,"U s-sħaħar gew għand il-Fargħun u qalu: ''Tabilħaqq se jkollna l-ħlas, jekk-aħna nkunu r-rebbiħin",و س-سحاحار گېو عاند يل-فارعون و قالو: ''تابيلحاقق سې يكوللنا ل-حلاس، يېكك-احنا نكونو ر-رېببيحين
7,Al-A'raf,114,"Qal(i/hom): ''lva, u tkunu minn dawk qrib. (tiegħi wkoll)",قال(ي/هوم): ''لڤا، و تكونو مينن داوك قريب. (تيهعي وكولل)
7,Al-A'raf,115,"Qalu: 'Ja Mosc, jew tixħet (il-ħatar inti l-ewwel), jew inkella nixħtu aħna",قالو: 'يا موسى، يېو تيشحېت (يل-حاتار ينتي ل-ېووېل)، يېو ينكېللا نيشحتو احنا
7,Al-A'raf,116,"(Qalfilhom): ''Ixħtu intoml' U meta xeħtu (l-oħtra u l- ħbula tagħhom), saħħru. għajnejn in-nies, qanqlu biza' kbir fihom, u għamlu seħer kbir",(قالفيلهوم): ''يشحتو ينتومل' و مېتا شېحتو (ل-وحترا و ل- حبولا تاعهوم)، ساححرو. عاينېين ين-نيهس، قانقلو بيزا' كبير فيهوم، و عاملو سېحېر كبير
7,Al-A'raf,117,"U nebbaħina lil Mosc (u għednielu): 'Ixħet il-ħatar tiegħekf' U arah, bela' l-qerq tagħhom",و نېبباحينا ليل موسى (و عېدنيهلو): 'يشحېت يل-حاتار تيهعېكف' و اراه، بېلا' ل-قېرق تاعهوم
7,Al-A'raf,118,"B'hekk seħħ is-sewwa, u gie fix-xejn dak li kienu jagħmlu",ب'هېكك سېحح يس-سېووا، و گيه فيش-شېين داك لي كيهنو ياعملو
7,Al-A'raf,119,U hemmhekk dlonk ingħelbu (il-Fargħun u l-kbarat tiegħu) u tbaxxew,و هېممهېكك دلونك ينعېلبو (يل-فارعون و ل-كبارات تيهعو) و تباششېو
7,Al-A'raf,120,U s-sħaħar inxteħtu fl-art jagħtu qima,و س-سحاحار ينشتېحتو فل-ارت ياعتو قيما
7,Al-A'raf,121,Huma qalu: 'Nemmnu f'Sid il-ħolqien,هوما قالو: 'نېممنو ف'سيد يل-حولقيهن
7,Al-A'raf,122,Sid Moscu Aroni,سيد موسكو اروني
7,Al-A'raf,123,"Il-Fargħun. qal(i/hom): 'Emmintu. fih qabel ma nagħtikom permess jien 2 Dan tassew tnassis li nassastu fil-belt (flimkien ma' Mosc) biex toħorgu minnha. lil niesha (lill-Egizzjani, u fiha jgħixu l-Lhud minflokhom). Izda (dalwaqt) tkunu taful",يل-فارعون. قال(ي/هوم): 'ېممينتو. فيه قابېل ما ناعتيكوم پېرمېسس ييهن 2 دان تاسسېو تناسسيس لي ناسساستو فيل-بېلت (فليمكيهن ما' موسى) بيهش توحورگو ميننها. ليل نيهسها (ليلل-ېگيززياني، و فيها يعيشو ل-لهود مينفلوكهوم). يزدا (دالواقت) تكونو تافول
7,Al-A'raf,124,"Tassew li naqtagħlkom idejkom u riglejkom, id ta' naħa u rigel ta' naħa oħra, imbagħad insallabkom ikolli",تاسسېو لي ناقتاعلكوم يدېيكوم و ريگلېيكوم، يد تا' ناحا و ريگېل تا' ناحا وحرا، يمباعاد ينساللابكوم يكوللي
7,Al-A'raf,125,Qalu (is-sħaħar): ''(B'daqshekk' Xi darba jew oħra) aħna sejrin lura għand Sidna,قالو (يس-سحاحار): ''(ب'داقسهېكك' شي داربا يېو وحرا) احنا سېيرين لورا عاند سيدنا
7,Al-A'raf,126,"Inti ma tivvendikax ruħek minna ħlief minħabba li emminna fis-sinjali ta' Sidna, meta gewna,' (Imbagħad talbu hekk): ''Sidna, agħtina s-sabar (waqr il-kastig li se.) jagħtina: l-Fargħun), u. ħudilna rwieħna meta aħna mitluqin f'idejk, Misilmin",ينتي ما تيڤڤېنديكاش روحېك ميننا حليهف مينحاببا لي ېمميننا فيس-سينيالي تا' سيدنا، مېتا گېونا،' (يمباعاد تالبو هېكك): ''سيدنا، اعتينا س-سابار (واقر يل-كاستيگ لي سې.) ياعتينا: ل-فارعون)، و. حوديلنا رويهحنا مېتا احنا ميتلوقين ف'يدېيك، ميسيلمين
7,Al-A'raf,127,"Il-kbarat ta' nies il-Fargħun qalu: '(Ja Fargħun) se tħalli lil Mosc u lil niesu jagħmlu ħsara fuq l-art, u jitlaq lilek u lill-allat tiegħek 77 Qal (il-Fargħun): ''Se noqtlu s- subien. tagħhom, u nħallu n-nisa tagħhom. ħajjin (imjassrin magħna). Aħna tabilħaqq naħkmu fuqhom",يل-كبارات تا' نيهس يل-فارعون قالو: '(يا فارعون) سې تحاللي ليل موسى و ليل نيهسو ياعملو حسارا فوق ل-ارت، و ييتلاق ليلېك و ليلل-اللات تيهعېك 77 قال (يل-فارعون): ''سې نوقتلو س- سوبيهن. تاعهوم، و نحاللو ن-نيسا تاعهوم. حاييين (يمياسسرين ماعنا). احنا تابيلحاقق ناحكمو فوقهوم
7,Al-A'raf,128,"Moscqal lil niesu: ''Itolbu l-għajnuna ta' Alla, u stabrul Tabilħaqq li l-art hija ta' Alla, u jagħtiha b'wirt lil min irid minn fost il-qaddejja tiegħu. L-(aqwa) tmiem huwa ta' dawk li jibzgħu minn Alla",موسكقال ليل نيهسو: ''يتولبو ل-عاينونا تا' الله، و ستابرول تابيلحاقق لي ل-ارت هييا تا' الله، و ياعتيها ب'ويرت ليل مين يريد مينن فوست يل-قاددېييا تيهعو. ل-(اقوا) تميهم هووا تا' داوك لي ييبزعو مينن الله
7,Al-A'raf,129,"Huma (il-Lhud) qalu: 'Aħna garrabna d-deni qabel ma gejtna, kif ukoll wara li gejtna'' Qal(ilhom): ''Għandu mnejn Sidkom jeqred l-għadu tagħkom, jagħmilkom werrieta fuq l-art, u jara kif iggibu rwieħkom",هوما (يل-لهود) قالو: 'احنا گاررابنا د-دېني قابېل ما گېيتنا، كيف وكولل وارا لي گېيتنا'' قال(يلهوم): ''عاندو منېين سيدكوم يېقرېد ل-عادو تاعكوم، ياعميلكوم وېرريهتا فوق ل-ارت، و يارا كيف يگگيبو رويهحكوم
7,Al-A'raf,130,"U garrabna lil nies il-Fargħun bi snin ta' nixfa kbira u nuqqas ta' frott, biex forsi jiftakru (fit-twissija ta' Alla)",و گاررابنا ليل نيهس يل-فارعون بي سنين تا' نيشفا كبيرا و نوققاس تا' فروتت، بيهش فورسي ييفتاكرو (فيت-تويسسييا تا' الله)
7,Al-A'raf,131,"U meta giehom il-gid, qalu: ''Dan tagħna (għaliex ħaqqna)'' Izda meta giehom id-deni, qisuh b'xorti ħazina minħabba Mosc u dawk ta' miegħu. (Xejn minn dan, għaliex) ix-xorti ħazina tagħhom kienet biss (gejja minn) għand Alla, izda ħafna minnhom ma kinux jafu",و مېتا گيههوم يل-گيد، قالو: ''دان تاعنا (عاليهش حاققنا)'' يزدا مېتا گيههوم يد-دېني، قيسوه ب'شورتي حازينا مينحاببا موسى و داوك تا' ميهعو. (شېين مينن دان، عاليهش) يش-شورتي حازينا تاعهوم كيهنېت بيسس (گېييا مينن) عاند الله، يزدا حافنا ميننهوم ما كينوش يافو
7,Al-A'raf,132,"Huma qalu: 'Ikun xi jkun is-sinjal li ggib biex issaħħarna bih, aħna m'aħniex se nemmnukt",هوما قالو: 'يكون شي يكون يس-سينيال لي گگيب بيهش يسساححارنا بيه، احنا م'احنيهش سې نېممنوكت
7,Al-A'raf,133,"U bgħatna fughom. l-għargħar, il-gurati, il-qamel, iz- zringijiet, u d-demm sinjali cari, izda huma tkabbru (u caħdu t-twemmin), u kienu nies mill-agħar",و بعاتنا فوگهوم. ل-عارعار، يل-گوراتي، يل-قامېل، يز- زرينگيييهت، و د-دېمم سينيالي كاري، يزدا هوما تكاببرو (و كاحدو ت-توېممين)، و كيهنو نيهس ميلل-اعار
7,Al-A'raf,134,"Kull meta waqa' fuqhom il-kastig, qalu: ''Ja Mosc, itlob lil Sidek għalina, bis-saħħa tar-rabta. tiegħu miegħek. Jekk tneħħi minn fuqna l-kastig, zgur nemmnuk, u nibagħtu miegħek lil Ulied Israel",كولل مېتا واقا' فوقهوم يل-كاستيگ، قالو: ''يا موسى، يتلوب ليل سيدېك عالينا، بيس-ساححا تار-رابتا. تيهعو ميهعېك. يېكك تنېححي مينن فوقنا ل-كاستيگ، زگور نېممنوك، و نيباعتو ميهعېك ليل وليهد يسراېل
7,Al-A'raf,135,"Izda meta neħħejna minn fuqhom il-kastig, sa zmien (l- għarqa) li kellhom jaslu għalih, arahom jerggħu jiksru kelmithom",يزدا مېتا نېححېينا مينن فوقهوم يل-كاستيگ، سا زميهن (ل- عارقا) لي كېللهوم ياسلو عاليه، اراهوم يېرگعو ييكسرو كېلميتهوم
7,Al-A'raf,136,"Għalhekk tħallasna minnhom, u għerriqniehom. fil- baħar talli giddbu s-sinjali tagħna u ma tawx kashom",عالهېكك تحاللاسنا ميننهوم، و عېرريقنيههوم. فيل- باحار تاللي گيددبو س-سينيالي تاعنا و ما تاوش كاسهوم
7,Al-A'raf,137,"U lin-nies li kienu maħqurin (mill-Fargħun u minn niesu) tajniehom b'wirt il-Lvant u l-Punent ta' l-art li konna berikna, u l-kelma t-tajba ta' Sidek laħqet il-milja tagħha ma' Wlied Israel, għaliex kienu stabru (fit-tbatijiet tagħhom), filwaqt li qridna kulma kienu għamlu l- Fargħun u niesu, u kulma kienu bnew",و لين-نيهس لي كيهنو ماحقورين (ميلل-فارعون و مينن نيهسو) تاينيههوم ب'ويرت يل-لڤانت و ل-پونېنت تا' ل-ارت لي كوننا بېريكنا، و ل-كېلما ت-تايبا تا' سيدېك لاحقېت يل-ميليا تاعها ما' وليهد يسراېل، عاليهش كيهنو ستابرو (فيت-تباتيييهت تاعهوم)، فيلواقت لي قريدنا كولما كيهنو عاملو ل- فارعون و نيهسو، و كولما كيهنو بنېو
7,Al-A'raf,138,"U qsamna l-baħar b'Ulied Israel, u gew fost nies mogħtija. għall-idoli tagħhom. Qalu (Ufied Israel): 'Ja Mosc, agħmlilna alla bħalma (dawn) għandhom allat (tagħhom).' Qal(ilhom): ''Intom tabilħaqq nies li ma tafux (x'qegħdin titolbuji)",و قسامنا ل-باحار ب'وليهد يسراېل، و گېو فوست نيهس موعتييا. عالل-يدولي تاعهوم. قالو (وفيهد يسراېل): 'يا موسى، اعمليلنا الله بحالما (داون) عاندهوم اللات (تاعهوم).' قال(يلهوم): ''ينتوم تابيلحاقق نيهس لي ما تافوش (ش'قېعدين تيتولبويي)
7,Al-A'raf,139,"Tabilħaqq li dak (il-ħazen ta' l-idolatrija) li dawn (in- nies) jinsabu fih iwassal għall-qerda, u huwa fieragħ dak li qegħdin jagħmlu",تابيلحاقق لي داك (يل-حازېن تا' ل-يدولاترييا) لي داون (ين- نيهس) يينسابو فيه يواسسال عالل-قېردا، و هووا فيهراع داك لي قېعدين ياعملو
