surah_number,surah_name,ayat_number,text_latin,text_arabic,source_status,publishable
6,Engam,94,Kasam bolsun! Sizi ilkibaşda (doglanyňyzda) ýaradyşymyz ýaly (ahyrete hem) Bize ýalňyz (başyňyza) gelersiňiz! Siz Biziň beren zatlarymyzy (dünýä malyny) arkalaryňyzyň yzynda goýup (gelersiňiz). Öz ýaradylyşyňyza (Alla) şärikler hasaplan şepagatçylaryňyzy siziň (ýanyňyzda) görmeýäris. Kasam bolsun! Siziň (olar bilen) araňyz üzülendir we (hudaý) hasaýplan zatlaryňyzyň (hemmesi) sizden ýitirim bolandyr.,کاسام بولسۇن! سیزی ئیلکیباشدا (دوگلانیڭیزدا) یارادیشیمیز یالی (اھیرەتە ھەم) بیزە یالڭیز (باشیڭیزا) گەلەرسیڭیز! سیز بیزیڭ بەرەن زاتلاریمیزی (دۈنیە مالینی) ارکالاریڭیزیڭ یزیندا گویۇپ (گەلەرسیڭیز)۔ ئۆز یارادیلیشیڭیزا (الله) شەریکلەر ھاساپلان شەپاگاتچیلاریڭیزی سیزیڭ (یانیڭیزدا) گۆرمەیەریس۔ کاسام بولسۇن! سیزیڭ (ئولار بیلەن) اراڭیز ئۈزۈلەندیر وە (ھۇدای) ھاسایپلان زاتلاریڭیزیڭ (ھەممەسی) سیزدەن ییتیریم بولاندیر۔,OK,True
6,Engam,95,"Takyk, Alla dänäni (tohumy, agaç çykarmak üçin) şänikleri ýaryp (ösdürýändir). Ol ölüden dirini, diriden hem ölüni çykarýandyr. Ine‚ (Ol) hem Alladyr. Bes, siz (imandan) nädip öwrülip bilýärsiňiz?",تاکیک، الله دەنەنی (توھۇمی، اگاچ چیکارماک ئۈچین) شەنیکلەری یاریپ (ئۆسدۈریەندیر)۔ ئول ئۆلۈدەن دیرینی، دیریدەن ھەم ئۆلۈنی چیکاریاندیر۔ ئینە، (ئول) ھەم الله‌دیر۔ بەس، سیز (ئیماندان) نەدیپ ئۆورۈلیپ بیلیەرسیڭیز؟,OK,True
6,Engam,96,"(Ol) säheri (gije garaňkylygyndan) ýaryp çykarandyr. Ol gijäni dynç alyş, Güni we Aýy hem (wagtlaty bilmek üçin) hasap (ölçeg) etdi. Bu Gudraty güýçli we (ähli zady) bilýän Allanyň ýazgydydyr (nyzamydyr).",(ئول) سەھەری (گیجە گاراڭکیلیگیندان) یاریپ چیکاراندیر۔ ئول گیجەنی دینچ الیش، گۈنی وە ایی ھەم (واگتلاتی بیلمەک ئۈچین) ھاساپ (ئۆلچەگ) ئەتدی۔ بۇ گۇدراتی گۈیچلی وە (ئەھلی زادی) بیلیەن الله‌ڭ یازگیدیدیر (نیزامیدیر)۔,OK,True
6,Engam,97,Ol (Alla) ýeriň we deňziň tümlüklerinde size ýol görkezmegi üçin ýyldyzlary ýaradandyr. Biz (Allanyň gudraty hakda pikir edip) bilmek isleýänler üçin (Allanyň birliginiň) delillerini giňişleýin beýan etdik.,ئول (الله) یەریڭ وە دەڭزیڭ تۈملۈکلەریندە سیزە یول گۆرکەزمەگی ئۈچین ییلدیزلاری یاراداندیر۔ بیز (الله‌ڭ گۇدراتی ھاکدا پیکیر ئەدیپ) بیلمەک ئیسلەیەنلەر ئۈچین (الله‌ڭ بیرلیگینیڭ) دەلیللەرینی گیڭیشلەیین بەیان ئەتدیک۔,OK,True
6,Engam,98,"Ol (Alla) sizi bir jandan (Adam atadan) ýaradandyr. Soň (siziň üçin ata bilini) gonalga, (ene göwresini) hem amanat goralýan ýer (etdik). Biz düşünmek isleýänler üçin (Allanyň birliginiň) delillerini giňişleýin beýan etdik.",ئول (الله) سیزی بیر جاندان (ادام اتادان) یاراداندیر۔ سوڭ (سیزیڭ ئۈچین اتا بیلینی) گونالگا، (ئەنە گۆورەسینی) ھەم امانات گورالیان یەر (ئەتدیک)۔ بیز دۈشۈنمەک ئیسلەیەنلەر ئۈچین (الله‌ڭ بیرلیگینیڭ) دەلیللەرینی گیڭیشلەیین بەیان ئەتدیک۔,OK,True
6,Engam,99,"Ol (Alla) asmandan suw (ygal) inderýändir. Bes, Biz ol (suw) bilen her dürli ösümlik çykardyk. Soň ol (ösümlikden) biri-biriniň üstüne çyrmaşan däneler ösdürip, (täze) gök (nahallary) çykardyk. Hurma (agajynyň) şahalaryndan (bolsa aşak) sarkyp duran salkymlary, üzüm (agaçlaryny), bir bölegi",ئول (الله) اسماندان سۇو (یگال) ئیندەریەندیر۔ بەس، بیز ئول (سۇو) بیلەن ھەر دۈرلی ئۆسۈملیک چیکاردیک۔ سوڭ ئول (ئۆسۈملیکدەن) بیری-بیرینیڭ ئۈستۈنە چیرماشان دەنەلەر ئۆسدۈریپ، (تەزە) گۆک (ناھاللاری) چیکاردیک۔ ھۇرما (اگاجینیڭ) شاھالاریندان (بولسا اشاک) سارکیپ دۇران سالکیملاری، ئۈزۈم (اگاچلارینی)، بیر بۆلەگی,OK,True
6,Engam,100,"Olar (kapyrlar) jynlary Alla şärik goşdular. (Aslynda), olary Ol (Alla) ýaradandyr. Olar nadanlyk bilen Oňa (Alla) ogullar we gyzlar (hem) ýöňkediler. Ol (Alla) olaryň aýdýan sypatlaryndan päkdir we örän beýikdir.",ئولار (کاپیرلار) جینلاری الله شەریک گوشدۇلار۔ (اسلیندا)، ئولاری ئول (الله) یاراداندیر۔ ئولار نادانلیک بیلەن ئوڭا (الله) ئوگۇللار وە گیزلار (ھەم) یۆڭکەدیلەر۔ ئول (الله) ئولاریڭ ایدیان سیپاتلاریندان پەکدیر وە ئۆرەن بەییکدیر۔,OK,True
6,Engam,101,"Ol (Alla) asmanlary we ýeri ýokdan bar edijidir. Eýsem, Özüniň ýanýoldaşy bolmasa, nädip Onuň perzendi bolsun?! Ol ähli zady ýaradandyr we Ol ähli zady bilýändir.",ئول (الله) اسمانلاری وە یەری یوکدان بار ئەدیجیدیر۔ ئەیسەم، ئۆزۈنیڭ یانیولداشی بولماسا، نەدیپ ئونۇڭ پەرزەندی بولسۇن؟! ئول ئەھلی زادی یاراداندیر وە ئول ئەھلی زادی بیلیەندیر۔,OK,True
6,Engam,102,Bu siziň Perwerdigäriňiz Alladyr! Ondan başga (ybadata laýyk) hudaý ýokdur. Ol ähli zadyň Ýaradyjysydyr. Siz (diňe) Oňa ybadat ediň! Ol ähli zada wekildir (eýedir).,بۇ سیزیڭ پەروەردیگەریڭیز الله‌دیر! ئوندان باشگا (عبادت‌ا لاییک) ھۇدای یوکدۇر۔ ئول ئەھلی زادیڭ یارادیجیسیدیر۔ سیز (دیڭە) ئوڭا عبادت ئەدیڭ! ئول ئەھلی زادا وەکیلدیر (ئەیەدیر)۔,OK,True
6,Engam,103,"Gözler (bu dünýäde) Ony görüp bilmez. Emma Ol ähli gözleri görýändir. Ol (ähli zadyň) inçe syrlaryny (hem) bilýändir, (ähli zatdan) habardardyr.",گۆزلەر (بۇ دۈنیەدە) ئونی گۆرۈپ بیلمەز۔ ئەمما ئول ئەھلی گۆزلەری گۆریەندیر۔ ئول (ئەھلی زادیڭ) ئینچە سیرلارینی (ھەم) بیلیەندیر، (ئەھلی زاتدان) ھابارداردیر۔,OK,True
6,Engam,104,"Takyk, size Perwerdigäriňizden düşünjeler (hakykatlar) gelendir. Kim (hakykaty) görse‚ (bu) onuň öz bähbidinedir‚ kim kör bolsa (görmese), ol (hem) onuň öz zyýanynadyr. (Aýt): «Men siziň üstüňize gözegçi däldirin».",تاکیک، سیزە پەروەردیگەریڭیزدەن دۈشۈنجەلەر (ھاکیکاتلار) گەلەندیر۔ کیم (ھاکیکاتی) گۆرسە، (بۇ) ئونۇڭ ئۆز بەھبیدینەدیر، کیم کۆر بولسا (گۆرمەسە)، ئول (ھەم) ئونۇڭ ئۆز زییانینادیر۔ (ایت): «مەن سیزیڭ ئۈستۈڭیزە گۆزەگچی دەلدیرین»۔,OK,True
6,Engam,105,"Ine, şeýdip Biz (ahyrynda) olaryň:",ئینە، شەیدیپ بیز (اھیریندا) ئولاریڭ:,OK,True
6,Engam,106,Sen Perwerdigäriň tarapyndan özüňe wahyý edilene tabyn bol! Ondan başga (ybadata laýyk) hudaý ýokdur. Sen (Alla) şärik goşýanlardan ýüz öwür!,سەن پەروەردیگەریڭ تاراپیندان ئۆزۈڭە واھیی ئەدیلەنە تابین بول! ئوندان باشگا (عبادت‌ا لاییک) ھۇدای یوکدۇر۔ سەن (الله) شەریک گوشیانلاردان یۈز ئۆوۈر!,OK,True
6,Engam,107,"Eger Alla islesedi, olar (Alla) şärik goşmazdylar. Biz seni olaryň üstünde goragçy (gözegçi) edip goýmadyk. Sen olara (eden işlerine) wekil (jogapkär) hem dälsiň!",ئەگەر الله ئیسلەسەدی، ئولار (الله) شەریک گوشمازدیلار۔ بیز سەنی ئولاریڭ ئۈستۈندە گوراگچی (گۆزەگچی) ئەدیپ گویمادیک۔ سەن ئولارا (ئەدەن ئیشلەرینە) وەکیل (جوگاپکەر) ھەم دەلسیڭ!,OK,True
6,Engam,108,"Siz olaryň Alladan başga ybadat edýän hudaýlaryna sögmäň (dil ýetirmäň)! Ýogsa olar hem nadanlyk edip‚ hetden aşyp, Alla sögerler (dil ýetirerler). Biz şeýdip, her ymmata öz eden işlerini ýagşy görkezdik. Soň olaryň gaýdyp barjak ýerleri özleriniň Perwerdigärine bolar. Ol hem olaryň eden işlerini özlerine (doly) habar berer.",سیز ئولاریڭ الله‌دان باشگا عبادت ئەدیەن ھۇدایلارینا سۆگمەڭ (دیل یەتیرمەڭ)! یوگسا ئولار ھەم نادانلیک ئەدیپ، ھەتدەن اشیپ، الله سۆگەرلەر (دیل یەتیرەرلەر)۔ بیز شەیدیپ، ھەر یمماتا ئۆز ئەدەن ئیشلەرینی یاگشی گۆرکەزدیک۔ سوڭ ئولاریڭ گایدیپ بارجاک یەرلەری ئۆزلەرینیڭ پروردگارینه بولار۔ ئول ھەم ئولاریڭ ئەدەن ئیشلەرینی ئۆزلەرینە (دولی) ھابار بەرەر۔,OK,True
6,Engam,109,"Olar eger özlerine bir mugjyza gelse (görkezilse), oňa hökman ynanjakdyklary barada Allanyň (adyndan) çyndan kasam etdiler. (Eý, Muhammet!) Sen (olara): «Mugjyzalary diňe Allanyň ýanyndadyr (ygtyýaryndadyr)!» diýip aýt. Olara (islän) mugjyzalary gelse, olaryň ýene-de iman getirmejekdiklerini siz bilmeýärsiňizmi eýsem?!",ئولار ئەگەر ئۆزلەرینە بیر مۇگجیزا گەلسە (گۆرکەزیلسە)، ئوڭا ھۆکمان ینانجاکدیکلاری بارادا الله‌ڭ (ادیندان) چیندان کاسام ئەتدیلەر۔ (ئەی، محمد!) سەن (ئولارا): «مۇگجیزالاری دیڭە الله‌ڭ یانیندادیر (یگتییاریندادیر)!» دیییپ ایت۔ ئولارا (ئیسلەن) مۇگجیزالاری گەلسە، ئولاریڭ یەنە-دە ئیمان گەتیرمەجەکدیکلەرینی سیز بیلمەیەرسیڭیزمی ئەیسەم؟!,OK,True
6,Engam,110,"Ilkibaşda oňa (mugjyza) ynanmaýyşlary ýaly‚ biz olaryň ýüreklerini (hakykaty duýmaz ýaly) we gözlerini (hem hakykaty görmez ýaly) öwreris. Biz olary aljyraňňy edip, azgynlyklarynyň içinde (özbaşlaryna) goýarys.",ئیلکیباشدا ئوڭا (مۇگجیزا) ینانماییشلاری یالی، بیز ئولاریڭ یۈرەکلەرینی (ھاکیکاتی دۇیماز یالی) وە گۆزلەرینی (ھەم ھاکیکاتی گۆرمەز یالی) ئۆورەریس۔ بیز ئولاری الجیراڭڭی ئەدیپ، ازگینلیکلارینیڭ ئیچیندە (ئۆزباشلارینا) گویاریس۔,OK,True
6,Engam,111,"Eger Biz olara (isleýişleri ýaly) perişdeleri (pygamber edip) indersedik, ölüler hem (direlip) olar bilen gepleşsedi we hemme zady aç-açan öňlerinde jemlesedik, şonda-da Allanyň isläninden başgalary (bir bahana tapyp) iman getirmezdiler. Ýöne olaryň köpüsi (iman getirmegiň Allanyň ygtyýaryna baglydygyna) düşünmeýärler.",ئەگەر بیز ئولارا (ئیسلەییشلەری یالی) پەریشدەلەری (پیگامبەر ئەدیپ) ئیندەرسەدیک، ئۆلۈلەر ھەم (دیرەلیپ) ئولار بیلەن گەپلەشسەدی وە ھەممە زادی اچ-اچان ئۆڭلەریندە جەملەسەدیک، شوندا-دا الله‌ڭ ئیسلەنیندەن باشگالاری (بیر باھانا تاپیپ) ئیمان گەتیرمەزدیلەر۔ یۆنە ئولاریڭ کۆپۈسی (ئیمان گەتیرمەگیڭ الله‌ڭ یگتییارینا باگلیدیگینا) دۈشۈنمەیەرلەر۔,OK,True
6,Engam,112,"Ine, şeýdip, Biz her bir pygambere ynsan we jyn şeýtanlaryny duşman etdik. Olar aldamak üçin biri-birlerine bezelen (ýalan) sözleri ýetirýärler. Eger Perwerdigäriň islesedi‚ muny hem edip bilmezdiler. Sen olary öz toslan ýalanlary bilen ýalňyz goý!",ئینە، شەیدیپ، بیز ھەر بیر پیگامبەرە ینسان وە جین شەیتانلارینی دۇشمان ئەتدیک۔ ئولار الداماک ئۈچین بیری-بیرلەرینە بەزەلەن (یالان) سۆزلەری یەتیریەرلەر۔ ئەگەر پەروەردیگەریڭ ئیسلەسەدی، مۇنی ھەم ئەدیپ بیلمەزدیلەر۔ سەن ئولاری ئۆز توسلان یالانلاری بیلەن یالڭیز گوی!,OK,True
6,Engam,113,"(Olar) ahyrete ynanmaýanlaryň ýürekleri oňa (bezelen ýalan sözlere) meýil edip, ondan lezzet almaklary üçin hem-de gazanýan zatlaryny (günälerini) gazanmaga (işlemäge) dowam etmekleri üçin (bezelen ýalan sözleri aýdýarlar)!",(ئولار) اھیرەتە ینانمایانلاریڭ یۈرەکلەری ئوڭا (بەزەلەن یالان سۆزلەرە) مەییل ئەدیپ، ئوندان لەززەت الماکلاری ئۈچین ھەم-دە گازانیان زاتلارینی (گۈنەلەرینی) گازانماگا (ئیشلەمەگە) دووام ئەتمەکلەری ئۈچین (بەزەلەن یالان سۆزلەری ایدیارلار)!,OK,True
6,Engam,114,"(Eý, Muhammet!) Aýt: «Men Alladan başga emin gözlärinmi? Size kitaby giňişleýin (beýan) edip inderen Oldur». Takyk, özlerine (öň) kitap berenlerimiz (ähli-kitabyň alymlary) hem onuň (Kuranyň) seniň Perwerdigäriň tarapyndan inderilendigini bilýändirler. Bes, sen (Kuranyň hakdygyna) şübhe edijilerden bolma!",(ئەی، محمد!) ایت: «مەن الله‌دان باشگا ئەمین گۆزلەرینمی؟ سیزە کیتابی گیڭیشلەیین (بەیان) ئەدیپ ئیندەرەن ئولدۇر»۔ تاکیک، ئۆزلەرینە (ئۆڭ) کیتاپ بەرەنلەریمیز (ئەھلی-کیتابیڭ الیملاری) ھەم ئونۇڭ (قرآن‌یڭ) سەنیڭ پەروەردیگەریڭ تاراپیندان ئیندەریلەندیگینی بیلیەندیرلەر۔ بەس، سەن (قرآن‌یڭ ھاکدیگینا) شۈبھە ئەدیجیلەردەن بولما!,OK,True
6,Engam,115,"Seniň Perwerdigäriň sözi dogrulyk we adalat taýdan kämildir. Onuň sözlerini üýtgedip biljek (hiç kim) ýokdur. Ol (ähli zady) eşidýändir, bilýändir.",سەنیڭ پەروەردیگەریڭ سۆزی دوگرۇلیک وە ادالات تایدان کەمیلدیر۔ ئونۇڭ سۆزلەرینی ئۈیتگەدیپ بیلجەک (ھیچ کیم) یوکدۇر۔ ئول (ئەھلی زادی) ئەشیدیەندیر، بیلیەندیر۔,OK,True
6,Engam,116,Eger sen ýerdäkileriň köpüsine tabyn bolsaň‚ olar seni Allanyň ýolundan azaşdyrarlar. Olar gümandan başga zada uýmazlar. Olar diňe ýalan sözlärler.,ئەگەر سەن یەردەکیلەریڭ کۆپۈسینە تابین بولساڭ، ئولار سەنی الله‌ڭ یولۇندان ازاشدیرارلار۔ ئولار گۈماندان باشگا زادا ئۇیمازلار۔ ئولار دیڭە یالان سۆزلەرلەر۔,OK,True
6,Engam,117,"Takyk, seniň Ol Perwerdigäriň Öz ýolundan azaşany örän gowy bilýändir. Ol dogry ýoldakylary hem örän gowy bilýändir.",تاکیک، سەنیڭ ئول پەروەردیگەریڭ ئۆز یولۇندان ازاشانی ئۆرەن گووی بیلیەندیر۔ ئول دوگری یولداکیلاری ھەم ئۆرەن گووی بیلیەندیر۔,OK,True
6,Engam,118,Eger siz Onuň (Allanyň) aýatlaryna ynanýan bolsaňyz‚ (damagy çalnanda) Allanyň ady aýdylan (mallaryň etinden) iýiň!,ئەگەر سیز ئونۇڭ (الله‌ڭ) ایاتلارینا ینانیان بولساڭیز، (داماگی چالناندا) الله‌ڭ ادی ایدیلان (ماللاریڭ ئەتیندەن) ئیییڭ!,OK,True
6,Engam,119,"(Eýsem) siz näme üçin (damagy çalnanda) Allanyň ady aýdylan (mallaryň etlerinden) iýmeýärsiňiz? Ol (Alla) size çykgynsyz ýagdaýda galan wagtyňyzda (bialaç iýmäge mejbur bolan zatlaryňyzdan) başga size haram eden zatlaryny äşgär beýan edipdi. Takyk, (kapyrlaryň) köpüsi öz (nebisleriniň) isleglerine uýup, nadandyklary sebäpli, (halky) azaşdyrýarlar. Takyk, seniň Ol Perwerdigäriň hetden aşanlary örän gowy bilýändir.",(ئەیسەم) سیز نەمە ئۈچین (داماگی چالناندا) الله‌ڭ ادی ایدیلان (ماللاریڭ ئەتلەریندەن) ئییمەیەرسیڭیز؟ ئول (الله) سیزە چیکگینسیز یاگدایدا گالان واگتیڭیزدا (بیالاچ ئییمەگە مەجبۇر بولان زاتلاریڭیزدان) باشگا سیزە ھارام ئەدەن زاتلارینی ئەشگەر بەیان ئەدیپدی۔ تاکیک، (کاپیرلاریڭ) کۆپۈسی ئۆز (نەبیسلەرینیڭ) ئیسلەگلەرینە ئۇیۇپ، ناداندیکلاری سەبەپلی، (ھالکی) ازاشدیریارلار۔ تاکیک، سەنیڭ ئول پەروەردیگەریڭ ھەتدەن اشانلاری ئۆرەن گووی بیلیەندیر۔,OK,True
6,Engam,120,"Siz günäniň äşgärini-de‚ gizlinini-de taşlaň! Çünki günä gazananlar, gazanan ol zatlary (günäleri) sebäpli, hökman jeza çekerler.",سیز گۈنەنیڭ ئەشگەرینی-دە، گیزلینینی-دە تاشلاڭ! چۈنکی گۈنە گازانانلار، گازانان ئول زاتلاری (گۈنەلەری) سەبەپلی، ھۆکمان جەزا چەکەرلەر۔,OK,True
6,Engam,121,(Damagy çalnanda) Allanyň ady,(داماگی چالناندا) الله‌ڭ ادی,OK,True
6,Engam,122,"Öli wagty direldip‚ ynsanlaryň arasynda gezmekleri üçin bir nur (iman) beren kişimiz, (heý-de) tümlüklerde galyp‚ ondan çykyp bilmeýän kişi ýaly bolarmy? Ine, şeýdip, kapyrlara edýän işleri ajaýyp edilip (görkezildi).",ئۆلی واگتی دیرەلدیپ، ینسانلاریڭ اراسیندا گەزمەکلەری ئۈچین بیر نۇر (ئیمان) بەرەن کیشیمیز، (ھەی-دە) تۈملۈکلەردە گالیپ، ئوندان چیکیپ بیلمەیەن کیشی یالی بولارمی؟ ئینە، شەیدیپ، کاپیرلارا ئەدیەن ئیشلەری اجاییپ ئەدیلیپ (گۆرکەزیلدی)۔,OK,True
6,Engam,123,"Şeýdip, Biz ähli ýerlerde, hilegärlik ederleri ýaly, özleriniň uly günäkärlerini baştutan belledik. Emma olar diňe özlerine hile edýärler (aldaýarlar) we muny özleri hem aňmaýarlar.",شەیدیپ، بیز ئەھلی یەرلەردە، ھیلەگەرلیک ئەدەرلەری یالی، ئۆزلەرینیڭ ئۇلی گۈنەکەرلەرینی باشتۇتان بەللەدیک۔ ئەمما ئولار دیڭە ئۆزلەرینە ھیلە ئەدیەرلەر (الدایارلار) وە مۇنی ئۆزلەری ھەم اڭمایارلار۔,OK,True
6,Engam,124,"(Kapyrlar) özlerine bir aýat gelip ýetende: «Allanyň ilçilerine berlen (pygamberligiň) meňzeşi bizede berilýänçä, saňa hiç haçan iman getirmeris» diýdiler. Alla pygamberligi (kime) nädip berjekdigini Özi örän gowy bilýändir. Edýän hileleri sebäpli, günä iş edýänlere Allanyň ýanynda (kyýamat güni) ýowuz azap gelip deger.",(کاپیرلار) ئۆزلەرینە بیر ایات گەلیپ یەتەندە: «الله‌ڭ ئیلچیلەرینە بەرلەن (پیگامبەرلیگیڭ) مەڭزەشی بیزەدە بەریلیەنچە، ساڭا ھیچ ھاچان ئیمان گەتیرمەریس» دییدیلەر۔ الله پیگامبەرلیگی (کیمە) نەدیپ بەرجەکدیگینی ئۆزی ئۆرەن گووی بیلیەندیر۔ ئەدیەن ھیلەلەری سەبەپلی، گۈنە ئیش ئەدیەنلەرە الله‌ڭ یانیندا (قیامت گۈنی) یووۇز ازاپ گەلیپ دەگەر۔,OK,True
6,Engam,125,"Alla kimi dogry ýola gönükdirmek islese‚ onuň gursagyny (kalbyny) yslama açar. Kimi azaşdyrmak islese hem, onuň kynlyk bilen asmana çykmaga synanyşýan (kişiniň) ýagdaýy ýaly, gursagyny (kalbyny) daraldar. Ine‚ şeýdip, Alla iman getirmeýänlere murdarlyk (ryswalyk) berer.",الله کیمی دوگری یولا گۆنۈکدیرمەک ئیسلەسە، ئونۇڭ گۇرساگینی (کالبینی) یسلاما اچار۔ کیمی ازاشدیرماک ئیسلەسە ھەم، ئونۇڭ کینلیک بیلەن اسمانا چیکماگا سینانیشیان (کیشینیڭ) یاگدایی یالی، گۇرساگینی (کالبینی) دارالدار۔ ئینە، شەیدیپ، الله ئیمان گەتیرمەیەنلەرە مۇردارلیک (ریسوالیک) بەرەر۔,OK,True
6,Engam,126,Bu (yslam ýoly) Perwerdigäriň dogry ýoludyr. Biz pikirlenip (öwüt alýan) kişiler üçin aýatlarymyzy doly beýan etdik.,بۇ (یسلام یولی) پەروەردیگەریڭ دوگری یولۇدیر۔ بیز پیکیرلەنیپ (ئۆوۈت الیان) کیشیلەر ئۈچین ایاتلاریمیزی دولی بەیان ئەتدیک۔,OK,True
6,Engam,127,"Özleriniň Perwerdigäriniň ýanyndaky salamatlyk ýurdy (jennet) olaryňkydyr. Eden (haýyrly) işleri sebäpli, Ol (Alla) olaryň dostudyr (hemaýatkäridir).",ئۆزلەرینیڭ پەروەردیگەرینیڭ یانینداکی سالاماتلیک یۇردی (جەننەت) ئولاریڭکیدیر۔ ئەدەن (ھاییرلی) ئیشلەری سەبەپلی، ئول (الله) ئولاریڭ دوستۇدیر (ھەمایاتکەریدیر)۔,OK,True
6,Engam,128,"(Alla) olaryň (ynsanlaryň we jynlaryň) hemmesini (huzurynda) jemlejek gününde (olara): «Eý‚ jyn kowumy! Ynsanlaryň köpüsini (özüňize tabyn) edindiňiz!» (diýer). Olaryň (jynlaryň) ynsanlardan (bolan) dostlary hem: «Eý‚ Perwerdigärimiz! Biz, käbirimiz olaryň käbirinden peýdalandyk we bize berlen wagtyň soňuna gelip ýetdik» diýerler. (Onda Alla): «Allanyň islän wagty geçýänçä, siziň içinde ebedi galjak ýeriňiz dowzahdyr» diýer. Takyk, seniň Perwerdigäriň hikmet eýesidir, (ähli zady) bilýändir.",(الله) ئولاریڭ (ینسانلاریڭ وە جینلاریڭ) ھەممەسینی (ھۇزۇریندا) جەملەجەک گۈنۈندە (ئولارا): «ئەی، جین کووۇمی! ینسانلاریڭ کۆپۈسینی (ئۆزۈڭیزە تابین) ئەدیندیڭیز!» (دییەر)۔ ئولاریڭ (جینلاریڭ) ینسانلاردان (بولان) دوستلاری ھەم: «ئەی، پەروەردیگەریمیز! بیز، کەبیریمیز ئولاریڭ کەبیریندەن پەیدالاندیک وە بیزە بەرلەن واگتیڭ سوڭۇنا گەلیپ یەتدیک» دییەرلەر۔ (ئوندا الله): «الله‌ڭ ئیسلەن واگتی گەچیەنچە، سیزیڭ ئیچیندە ئەبەدی گالجاک یەریڭیز دووزاھدیر» دییەر۔ تاکیک، سەنیڭ پەروەردیگەریڭ ھیکمەت ئەیەسیدیر، (ئەھلی زادی) بیلیەندیر۔,OK,True
6,Engam,129,"Ine‚ şeýdip, Biz gazanýan zatlary (günäleri) sebäpli, zalymlary biribirlerine musallat ederis.",ئینە، شەیدیپ، بیز گازانیان زاتلاری (گۈنەلەری) سەبەپلی، زالیملاری بیریبیرلەرینە مۇساللات ئەدەریس۔,OK,True
6,Engam,130,Eý‚ jyn we ynsan kowumy! Araňyzdan size Meniň aýatlarymy düşündirýän we bu güne gowuşjakdygyňyzy (düşjekdigiňizi) duýduran pygamberler gelmedimi? Olar: «Biz (gelen pygamberleri inkär edip) özümize garşy (özümiz) şaýatlyk,ئەی، جین وە ینسان کووۇمی! اراڭیزدان سیزە مەنیڭ ایاتلاریمی دۈشۈندیریەن وە بۇ گۈنە گووۇشجاکدیگیڭیزی (دۈشجەکدیگیڭیزی) دۇیدۇران پیگامبەرلەر گەلمەدیمی؟ ئولار: «بیز (گەلەن پیگامبەرلەری ئینکەر ئەدیپ) ئۆزۈمیزە گارشی (ئۆزۈمیز) شایاتلیک,OK,True
6,Engam,131,Bu (görnüşde pygamberleriň iberilmegi) seniň Perwerdigäriň halky gapyl (ylahy emirden bihabar) bolan şäherleri (ülkeleri) nähak ýere heläk etmezligi (üçindir).,بۇ (گۆرنۈشدە پیگامبەرلەریڭ ئیبەریلمەگی) سەنیڭ پەروەردیگەریڭ ھالکی گاپیل (یلاھی ئەمیردەن بیھابار) بولان شەھەرلەری (ئۈلکەلەری) نەھاک یەرە ھەلەک ئەتمەزلیگی (ئۈچیندیر)۔,OK,True
6,Engam,132,Her kim eden işine görä (dürli) ekenleriniň derejeleri gazanar. Seniň Perwerdigäriň goşup: olaryň edýän işlerinden gapyl däldir. Bular ýagny,ھەر کیم ئەدەن ئیشینە گۆرە (دۈرلی) ئەکەنلەرینیڭ دەرەجەلەری گازانار۔ سەنیڭ پەروەردیگەریڭ گوشۇپ: ئولاریڭ ئەدیەن ئیشلەریندەن گاپیل دەلدیر۔ بۇلار یاگنی,OK,True
6,Engam,133,"Seniň Perwerdigäriň Baýdyr (hiç zada mätäç däldir), rahmet eýesidir. Ol islese sizi ýok eder we sizi başga bir kowumyň zürýadyndan (neslinden) ýaradyşy ýaly‚ sizden soň ýeriňize islänini getirer.",سەنیڭ پەروەردیگەریڭ بایدیر (ھیچ زادا مەتەچ دەلدیر)، راھمەت ئەیەسیدیر۔ ئول ئیسلەسە سیزی یوک ئەدەر وە سیزی باشگا بیر کووۇمیڭ زۈریادیندان (نەسلیندەن) یارادیشی یالی، سیزدەن سوڭ یەریڭیزە ئیسلەنینی گەتیرەر۔,OK,True
6,Engam,134,"Takyk, size wada berlen zat hökman heläk geler‚ siz (Allanyň etjek işleriniň) öňüni pygamberden alyp bilmersiňiz. bulaşdyryp görkezildi).",تاکیک، سیزە وادا بەرلەن زات ھۆکمان ھەلەک گەلەر، سیز (الله‌ڭ ئەتجەک ئیشلەرینیڭ) ئۆڭۈنی پیگامبەردەن الیپ بیلمەرسیڭیز۔ بۇلاشدیریپ گۆرکەزیلدی)۔,OK,True
6,Engam,135,Sen aýt: «Eý‚ kowumym! Siz näme edip başarýan bolsaňyz ediň (aýamaň). Men ýalanlary (hem etjegimi) ederin! (Allanyň görkezen,سەن ایت: «ئەی، کووۇمیم! سیز نەمە ئەدیپ باشاریان بولساڭیز ئەدیڭ (ایاماڭ)۔ مەن یالانلاری (ھەم ئەتجەگیمی) ئەدەرین! (الله‌ڭ گۆرکەزەن,OK,True
6,Engam,136,Olar (butparazlar) Allanyň ýaradan,ئولار (بۇتپارازلار) الله‌ڭ یارادان,OK,True
